Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S176095901,Striped Laughingthrush,Trochalopteron virgatum,26450,4,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,27/07/2023,7:27 am,eBird - Traveling Count,79,1,1,,2,,"S, H","Rethsuthong,Jona Transect-9 Likimro",
S176095901,Grey Sibia,Heterophasia gracilis,26513,3,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,27/07/2023,7:27 am,eBird - Traveling Count,79,1,1,,2,,S,"Rethsuthong,Jona Transect-9 Likimro",
S176095901,Silver-eared Mesia,Leiothrix argentauris,26571,8,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,27/07/2023,7:27 am,eBird - Traveling Count,79,1,1,,2,,S,"Rethsuthong,Jona Transect-9 Likimro",
S176096158,Great Barbet,Psilopogon virens,10721,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,H,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,Golden-throated Barbet,Psilopogon franklinii,10756,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,minivet sp.,Pericrocotus sp.,18646,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,Maroon Oriole,Oriolus traillii,19697,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,Ashy Drongo,Dicrurus leucophaeus,20442,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,Yellow-bellied Fantail,Chelidorhynx hypoxanthus,21909,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,Crested Finchbill,Spizixos canifrons,24655,4,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,Red-vented Bulbul,Pycnonotus cafer,24754,3,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,Black-throated Tit (Black-throated Bushtit),Aegithalos concinnus,25235,6,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,Whiskered Yuhina,Yuhina flavicollis,25529,4,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096158,Mrs. Gould's Sunbird,Aethopyga gouldiae,30522,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,23/09/2023,7:00 am,eBird - Traveling Count,89,1,1,,2,,S,"Hankiumong,Alemba Transect-1 TVSU Reserve",
S176096164,Great Barbet,Psilopogon virens,10721,6,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,"S, H","Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Golden-throated Barbet,Psilopogon franklinii,10756,3,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,"S, H","Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,White-throated Fantail,Rhipidura albicollis,20278,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Crested Finchbill,Spizixos canifrons,24655,4,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Flavescent Bulbul,Pycnonotus flavescens,24696,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Hume's Warbler,Phylloscopus humei,24805,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,white breast; one broad white wingbar; one small white wingbar,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Whiskered Yuhina,Yuhina flavicollis,25529,8,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,"S, H","Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Rufous-winged Fulvetta,Schoeniparus castaneceps,26177,7,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Grey Sibia,Heterophasia gracilis,26513,3,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Silver-eared Mesia,Leiothrix argentauris,26571,8,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Red-tailed Minla,Minla ignotincta,26584,4,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Mrs. Gould's Sunbird,Aethopyga gouldiae,30522,3,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096164,Streaked Spiderhunter,Arachnothera magna,30630,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,10/08/2023,7:10 am,eBird - Traveling Count,102,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU Reserve",
S176096180,Great Barbet,Psilopogon virens,10721,6,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,"S, H","Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Golden-throated Barbet,Psilopogon franklinii,10756,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,H,"Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Maroon Oriole,Oriolus traillii,19697,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Ashy Drongo,Dicrurus leucophaeus,20442,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Rufous-crowned Prinia,Prinia khasiana,23217,3,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,"S, H","Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Crested Finchbill,Spizixos canifrons,24655,4,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Blue-winged Laughingthrush,Trochalopteron squamatum,26442,3,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Beautiful Sibia,Heterophasia pulchella,26510,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Grey Sibia,Heterophasia gracilis,26513,3,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Silver-eared Mesia,Leiothrix argentauris,26571,8,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,"S, H","Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Red-faced Liocichla,Liocichla phoenicea,26599,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU reserve",
S176096180,Mrs. Gould's Sunbird,Aethopyga gouldiae,30522,3,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,09/08/2023,7:18 am,eBird - Traveling Count,88,1,1,,2,,S,"Rethsuthong,Jona Transect-1 TVSU reserve",
S176096189,Maroon Oriole,Oriolus traillii,19697,1,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,09/08/2023,7:05 am,eBird - Traveling Count,95,1,1,,2,,S,"Retsuchim,Yapmuli Transect-4 Shennuthsi vong",
S176096189,White-throated Fantail,Rhipidura albicollis,20278,1,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,09/08/2023,7:05 am,eBird - Traveling Count,95,1,1,,2,,S,"Retsuchim,Yapmuli Transect-4 Shennuthsi vong",
S176096189,Ashy Drongo,Dicrurus leucophaeus,20442,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,09/08/2023,7:05 am,eBird - Traveling Count,95,1,1,,2,,H,"Retsuchim,Yapmuli Transect-4 Shennuthsi vong",
S176096189,Striated Bulbul,Alcurus striatus,24489,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,09/08/2023,7:05 am,eBird - Traveling Count,95,1,1,,2,,S,"Retsuchim,Yapmuli Transect-4 Shennuthsi vong",
S176096189,Crested Finchbill,Spizixos canifrons,24655,3,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,09/08/2023,7:05 am,eBird - Traveling Count,95,1,1,,2,,S,"Retsuchim,Yapmuli Transect-4 Shennuthsi vong",
S176096189,Whiskered Yuhina,Yuhina flavicollis,25529,5,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,09/08/2023,7:05 am,eBird - Traveling Count,95,1,1,,2,,S,"Retsuchim,Yapmuli Transect-4 Shennuthsi vong",
S176096189,Stripe-throated Yuhina,Yuhina gularis,25539,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,09/08/2023,7:05 am,eBird - Traveling Count,95,1,1,,2,,S,"Retsuchim,Yapmuli Transect-4 Shennuthsi vong",
S176096189,Beautiful Sibia,Heterophasia pulchella,26510,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,09/08/2023,7:05 am,eBird - Traveling Count,95,1,1,,2,,S,"Retsuchim,Yapmuli Transect-4 Shennuthsi vong",
S176096189,Mrs. Gould's Sunbird,Aethopyga gouldiae,30522,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,09/08/2023,7:05 am,eBird - Traveling Count,95,1,1,,2,,S,"Retsuchim,Yapmuli Transect-4 Shennuthsi vong",
S176096196,White-throated Kingfisher,Halcyon smyrnensis,10076,1,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,S,"Rethsuthong,Jona Transect-9 Likimro",
S176096196,Great Barbet,Psilopogon virens,10721,2,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,H,"Rethsuthong,Jona Transect-9 Likimro",
S176096196,White-throated Fantail,Rhipidura albicollis,20278,1,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,S,"Rethsuthong,Jona Transect-9 Likimro",
S176096196,Ashy Drongo,Dicrurus leucophaeus,20442,2,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,"S, H","Rethsuthong,Jona Transect-9 Likimro",
S176096196,Crested Finchbill,Spizixos canifrons,24655,4,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,"S, H","Rethsuthong,Jona Transect-9 Likimro",
S176096196,Flavescent Bulbul,Pycnonotus flavescens,24696,3,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,S,"Rethsuthong,Jona Transect-9 Likimro",
S176096196,Whiskered Yuhina,Yuhina flavicollis,25529,7,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,"S, H","Rethsuthong,Jona Transect-9 Likimro",
S176096196,Spotted Forktail,Enicurus maculatus,29448,2,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,S,"Rethsuthong,Jona Transect-9 Likimro",
S176096196,White-capped Redstart,Phoenicurus leucocephalus,29605,1,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,S,"Rethsuthong,Jona Transect-9 Likimro",
S176096196,Grey Bushchat,Saxicola ferreus,29729,2,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,S,"Rethsuthong,Jona Transect-9 Likimro",
S176096196,Chestnut Munia,Lonchura atricapilla,31117,6,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,"S, H","Rethsuthong,Jona Transect-9 Likimro",
S176096196,Russet Sparrow,Passer cinnamomeus,31564,3,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,"S, H","Rethsuthong,Jona Transect-9 Likimro",
S176096196,Crested Bunting,Emberiza lathami,32697,3,IN-NL,Kiphire,L22681657,"Bailey Bridge, Likimro",25.7966794,94.9559843,28/07/2023,7:31 am,eBird - Traveling Count,87,1,1,,2,,"S, H","Rethsuthong,Jona Transect-9 Likimro",
S176096587,Hill Partridge,Arborophila torqueola,1185,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,H,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Great Barbet,Psilopogon virens,10721,4,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,H,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Ashy Drongo,Dicrurus leucophaeus,20442,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Striated Bulbul,Alcurus striatus,24489,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,H,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Mountain Bulbul,Ixos mcclellandii,24533,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Crested Finchbill,Spizixos canifrons,24655,4,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Chestnut-crowned Warbler,Phylloscopus castaniceps,24946,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Warbler sp.,Passeriformes sp. (Old World warbler sp.),25380,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Whiskered Yuhina,Yuhina flavicollis,25529,4,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Himalayan Cutia,Cutia nipalensis,26426,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Grey Sibia,Heterophasia gracilis,26513,1,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Red-faced Liocichla,Liocichla phoenicea,26599,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,2,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Fire-breasted Flowerpecker,Dicaeum ignipectus,30090,3,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Mrs. Gould's Sunbird,Aethopyga gouldiae,30522,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096587,Grey-headed Bullfinch,Pyrrhula erythaca,32244,2,IN-NL,Kiphire,L13821445,Thanamir Village,25.7771587,94.9551239,24/09/2023,6:57 am,eBird - Traveling Count,56,1,1.07,,3,,S,"Alemba,Shekhumcha,Hankiumong Transect-1 TVSU Reserve",
S176096597,Hill Partridge,Arborophila torqueola,1185,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Mountain Bamboo-Partridge,Bambusicola fytchii,1613,7,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Barred Cuckoo-Dove,Macropygia unchall,2078,1,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Wedge-tailed Green-Pigeon,Treron sphenurus,2567,1,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Great Barbet,Psilopogon virens,10721,3,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Yellow-bellied Fantail,Chelidorhynx hypoxanthus,21909,1,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Rufous-crowned Prinia,Prinia khasiana,23217,3,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,"S, H","Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Crested Finchbill,Spizixos canifrons,24655,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Flavescent Bulbul,Pycnonotus flavescens,24696,3,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,S,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Buff-barred Warbler,Phylloscopus pulcher,24800,1,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,S,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Whiskered Yuhina,Yuhina flavicollis,25529,8,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,"S, H","Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Indian White-eye (Oriental White-eye),Zosterops palpebrosus,25647,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,S,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Rusty-capped Fulvetta,Schoeniparus dubius,26191,3,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Nepal Fulvetta,Alcippe nipalensis,26400,6,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,S,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Grey Sibia,Heterophasia gracilis,26513,4,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Blue-winged Minla,Actinodura cyanouroptera,26538,1,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Silver-eared Mesia,Leiothrix argentauris,26571,4,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Red-faced Liocichla,Liocichla phoenicea,26599,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,S,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Spotted Forktail,Enicurus maculatus,29448,1,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,H,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096597,Mrs. Gould's Sunbird,Aethopyga gouldiae,30522,3,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,23/09/2023,7:05 am,eBird - Traveling Count,90,1,0.577,,3,,S,"Shekhumcha, Yapmüli, Jona Transect-2 Shennüthsi vong",
S176096601,Great Barbet,Psilopogon virens,10721,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,10/08/2023,7:10 am,eBird - Traveling Count,75,1,1,,2,,S,"Retsuchim,Yapmuli Transect-2 Shennuthsi vong",
S176096601,Long-tailed Minivet,Pericrocotus ethologus,18605,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,10/08/2023,7:10 am,eBird - Traveling Count,75,1,1,,2,,S,"Retsuchim,Yapmuli Transect-2 Shennuthsi vong",
S176096601,Striated Bulbul,Alcurus striatus,24489,2,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,10/08/2023,7:10 am,eBird - Traveling Count,75,1,1,,2,,S,"Retsuchim,Yapmuli Transect-2 Shennuthsi vong",
S176096601,Crested Finchbill,Spizixos canifrons,24655,3,IN-NL,Kiphire,L14390769,Shennüthsi Vong,25.768715,94.9606783,10/08/2023,7:10 am,eBird - Traveling Count,75,1,1,,2,,S,"Retsuchim,Yapmuli Transect-2 Shennuthsi vong",
